1990 census,,,,,,,,,,,,,,,,,,,,,,
STATE,COUNTY,StateCounty,HHLDS,GINI,,----------------------INCOME BY QUINTILE LIMIT----------,,, ,COUNTY,,,---------------MEAN INCOME BY QUINTILE----------,,,95%,,,---------------PERCENT SHARE BY QUINTILE----------,,,95%
,,,,,FIRST,SECOND,THIRD,FOURTH,95 %ile,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,SHARE
Arkansas,LITTLE RIVER,05081,5162,0.429886515,8000,16800,28385,44100,66450,26774,4174,11963,21950,35229,60555,84187,0.03138,0.08934,0.16393,0.2631,0.45224,0.15718
Arkansas,LOGAN,05083,7665,0.39719425,8000,15000,22385,32855,51600,21823,4517,11193,18721,27113,47570,70593,0.04241,0.10248,0.17139,0.24822,0.43551,0.16157
Arkansas,LONOKE,05085,13865,0.417293255,10100,18605,29620,42180,66030,28885,5400,14518,23875,35367,65266,106487,0.03804,0.10045,0.1652,0.24471,0.45159,0.1842
Arkansas,MADISON,05087,4444,0.406516749,8000,15000,21575,32505,54350,22264,4698,11515,18320,26857,49931,78242,0.04287,0.10337,0.16445,0.24109,0.44821,0.17559
Arkansas,MARION,05089,4992,0.419435302,8400,14200,21510,32055,52800,22393,4955,11442,17552,25803,52216,87698,0.04441,0.10217,0.15674,0.23041,0.46627,0.19578
Arkansas,MILLER,05091,14130,0.456477294,7200,14465,26000,40400,66580,25975,3760,10849,20201,32601,62463,96448,0.02945,0.08349,0.15547,0.25089,0.4807,0.18556
Arkansas,MISSISSIPPI,05093,20376,0.455427987,6995,14260,22700,35415,57600,24018,3978,10671,18380,28619,58440,100076,0.03342,0.08883,0.15301,0.23824,0.48649,0.20827
Arkansas,MONROE,05095,4356,0.487432816,4950,10150,18120,30000,53700,19573,2867,7429,13724,23341,50506,83216,0.02994,0.07586,0.14014,0.23834,0.51572,0.21243
Arkansas,MONTGOMERY,05097,3079,0.420593552,7680,13300,20000,30000,54030,20875,4407,10252,16512,24661,48544,78672,0.04403,0.09804,0.15789,0.23583,0.46421,0.18808
Arkansas,NEVADA,05099,3811,0.472563131,7200,14600,22830,38000,64410,25297,4117,10734,18650,28784,64199,111609,0.03255,0.08486,0.14745,0.22757,0.50757,0.2206
Arkansas,NEWTON,05101,2802,0.437760028,5750,12000,18205,29000,46970,19147,3491,9062,15104,22716,45362,74821,0.03646,0.09466,0.15777,0.23728,0.47383,0.19539
Arkansas,OUACHITA,05103,11720,0.436731746,7730,15395,26400,42100,63000,25913,4091,11448,21019,33303,59702,88044,0.03165,0.08835,0.16221,0.25702,0.46076,0.16987
Arkansas,PERRY,05105,3109,0.421315167,8500,14175,22500,32485,56550,22845,4835,11606,17715,26663,53408,86605,0.04327,0.1015,0.15493,0.23319,0.4671,0.18936
Arkansas,PHILLIPS,05107,10203,0.489876366,4870,9730,17000,29200,53500,18777,2675,6974,13140,22342,48755,77519,0.02904,0.07424,0.13987,0.23784,0.51901,0.2063
Arkansas,PIKE,05109,3872,0.447079418,7745,14860,22820,33455,59000,23845,4176,11028,18747,27733,57540,101116,0.03573,0.09243,0.15713,0.23244,0.48227,0.21187
Arkansas,POINSETT,05111,9473,0.465173341,6825,12645,21395,33445,56800,22856,3935,9713,16878,26779,56976,100874,0.03549,0.0849,0.14753,0.23407,0.49801,0.22043
Arkansas,POLK,05113,6840,0.425995174,7960,14160,21805,32000,54520,22446,4704,10865,17737,26436,52488,86018,0.04205,0.0968,0.15802,0.23552,0.46762,0.19159
Arkansas,POPE,05115,16689,0.428219811,9600,17880,27000,40675,69150,27868,5458,13431,22251,33188,65012,105872,0.03929,0.09638,0.15967,0.23815,0.46651,0.18993
Arkansas,PRAIRIE,05117,3643,0.438584918,7190,13475,22090,33600,55000,22262,4045,10149,17431,27379,52305,85699,0.03666,0.09115,0.15655,0.24589,0.46975,0.19242
Arkansas,PULASKI,05119,136968,0.445526784,11600,21385,33000,50000,84500,34770,6167,16519,26923,40724,83515,147023,0.03554,0.09502,0.15486,0.23423,0.48036,0.21141
Arkansas,RANDOLPH,05121,6400,0.435743791,6500,13000,20075,31000,54065,21065,4041,9617,16641,25288,49740,79737,0.03882,0.09126,0.15792,0.23998,0.47202,0.18917
Arkansas,ST FRANCIS,05123,10019,0.467633144,5330,10945,19460,31500,55000,20217,3124,7992,15101,24763,50107,77818,0.03113,0.07904,0.14936,0.24491,0.49557,0.19241
Arkansas,SALINE,05125,23032,0.37640604,13050,23260,33400,46160,70000,32344,7514,18475,28208,39459,68062,104406,0.04649,0.11424,0.17442,0.24399,0.42086,0.1614
Arkansas,SCOTT,05127,3934,0.433297212,7505,12735,21000,30795,54600,21420,4541,9922,16540,25619,50480,86820,0.04254,0.09263,0.15441,0.23917,0.47126,0.20263
Arkansas,SEARCY,05129,3088,0.45263616,6000,10150,17100,25000,44100,18262,3823,8199,13447,20840,45003,83783,0.04193,0.08979,0.14725,0.22821,0.49282,0.22937
Arkansas,SEBASTIAN,05131,39349,0.442839704,10500,19200,29000,43000,74000,30865,5959,14803,23965,35152,74448,134542,0.03867,0.09591,0.15528,0.22777,0.48238,0.21794
Arkansas,SEVIER,05133,5103,0.423169303,8000,15000,22910,35000,60400,23826,4780,11447,19030,28961,54913,85921,0.04013,0.09609,0.15974,0.2431,0.46095,0.18031
Arkansas,SHARP,05135,5792,0.414957314,7620,13000,20000,30000,51500,20667,4315,10460,16892,24435,47235,75556,0.04189,0.10121,0.16344,0.23642,0.45703,0.18277
Arkansas,STONE,05137,3906,0.405204268,7200,12125,19280,29000,47000,19213,4259,9613,15522,23708,42961,62537,0.04442,0.10006,0.16157,0.24677,0.44718,0.16274
Arkansas,UNION,05139,17777,0.472898173,7235,16000,26120,40750,66000,27622,3832,11638,20943,33215,68482,122751,0.02797,0.08425,0.15161,0.24044,0.49573,0.22215
Arkansas,VAN BUREN,05141,5662,0.413685778,7320,13950,21200,32000,51855,21329,4301,10651,17256,26064,48372,72628,0.041,0.0998,0.16169,0.24423,0.45327,0.17014
Arkansas,WASHINGTON,05143,43655,0.447070204,10340,18500,27800,41600,71500,30010,5698,14412,23079,33831,73030,134200,0.03805,0.09604,0.1538,0.22545,0.48666,0.22357
Arkansas,WHITE,05145,19879,0.459358477,8000,15000,24000,38000,61800,25988,4521,11512,19493,30465,63949,113789,0.03493,0.08859,0.15,0.23442,0.49207,0.21889
Arkansas,WOODRUFF,05147,3672,0.478101004,5295,10600,18000,28000,56180,19401,3162,7724,14042,22528,49550,83792,0.0326,0.07963,0.14476,0.23223,0.51078,0.21594
Arkansas,YELL,05149,6941,0.430801182,7885,15460,23230,33950,56600,24019,4828,11384,19507,28011,56368,97717,0.04038,0.09477,0.16239,0.23319,0.46927,0.20337
California,ALAMEDA,06001,480079,0.42160193,16000,30000,45500,67000,109000,45995,8636,23138,37571,55378,105250,172180,0.03761,0.10061,0.16336,0.24079,0.45764,0.18716
California,ALPINE,06003,458,0.410260984,12200,22000,31760,51550,81665,33349,6820,17374,25398,42467,74688,109805,0.0409,0.10419,0.15231,0.25468,0.44791,0.16463
California,AMADOR,06005,10555,0.405255276,14000,24450,36000,52000,82400,36729,8504,19319,29968,43095,82759,139057,0.04631,0.1052,0.16318,0.23466,0.45065,0.1893
California,BUTTE,06007,71778,0.444422249,10000,18050,28000,43150,75000,30168,6031,14055,22880,34696,73174,126879,0.04006,0.09317,0.15168,0.23001,0.48508,0.21028
California,CALAVERAS,06009,12589,0.407746785,12645,22380,33600,50000,78000,34128,7546,17449,27669,41402,76575,124473,0.04463,0.10221,0.16208,0.24252,0.44856,0.18228
California,COLUSA,06011,5567,0.470716653,12605,20555,30000,45090,81900,35749,7554,16548,25053,37207,92382,194240,0.04283,0.09252,0.14008,0.20803,0.51654,0.27151
California,CONTRA COSTA,06013,301087,0.413404016,20945,37000,53140,77000,129000,55033,11554,29137,44952,63839,125683,216061,0.04203,0.10588,0.16336,0.23199,0.45674,0.19629
California,DEL NORTE,06015,8031,0.422986849,10200,19000,29000,42795,73800,29854,6974,14179,23179,35219,69717,117208,0.04673,0.09499,0.15528,0.23594,0.46706,0.1963
California,EL DORADO,06017,47033,0.399790245,16000,28050,41500,60000,97200,41910,9661,21980,34751,50173,92986,150019,0.04611,0.10489,0.16583,0.23943,0.44374,0.17898
California,FRESNO,06019,221133,0.45679907,11280,20700,32300,50000,87995,35195,6513,15836,26381,40341,86903,155568,0.03712,0.08998,0.1499,0.22922,0.49378,0.22099
California,GLENN,06021,8840,0.432074823,9910,18300,28455,43035,72000,29533,6072,14000,22855,35145,69595,116612,0.04159,0.09476,0.1547,0.23789,0.47107,0.19733
California,HUMBOLDT,06023,46617,0.442972266,10000,18840,29930,45000,74190,30985,6087,14157,23783,36699,74198,128714,0.03941,0.09137,0.15349,0.23686,0.47887,0.20768
California,IMPERIAL,06025,32857,0.459841302,9000,17120,28150,45355,79000,30303,5482,12929,22472,35755,74875,126601,0.0363,0.08532,0.1483,0.23596,0.49412,0.20887
California,INYO,06027,7535,0.435974457,10000,19200,30000,47000,77125,31510,6071,14693,24389,38167,74233,120340,0.03873,0.09324,0.15477,0.2422,0.47106,0.19091
California,KERN,06029,182116,0.429859837,12000,22475,35000,51850,85300,35633,6890,17166,28489,42588,83033,139009,0.03875,0.09634,0.15989,0.23902,0.466,0.19504
California,KINGS,06031,29104,0.420349412,12000,20280,30625,45150,75500,31994,7033,16118,25344,37342,74131,127726,0.0442,0.10073,0.15839,0.23338,0.4633,0.19956
California,LAKE,06033,20722,0.424916375,9500,17185,27240,42000,69395,28193,5871,13274,21955,34815,65050,101373,0.04166,0.09416,0.15575,0.24697,0.46146,0.17978
California,LASSEN,06035,8545,0.404468441,11350,21320,32550,46000,72400,31644,6631,16013,26812,39001,69761,111081,0.04191,0.10121,0.16946,0.2465,0.44092,0.17552
California,LOS ANGELES,06037,2994343,0.471078939,14630,27845,42500,65645,119400,47252,7798,21124,34806,52916,119620,224093,0.03307,0.0894,0.14731,0.22395,0.50626,0.23711
California,MADERA,06039,28317,0.40742502,12000,21505,33395,49250,80000,33242,7165,16801,27296,40455,74492,114653,0.04324,0.10107,0.16421,0.24337,0.44812,0.17243
California,MARIN,06041,95233,0.466438147,23000,39600,59020,91000,184600,67828,13174,31048,48514,73039,173363,326702,0.03888,0.09155,0.14305,0.21536,0.51117,0.24082
California,MARIPOSA,06043,5679,0.429685243,10200,20790,30000,44745,78370,31295,6073,15063,25084,36657,73595,119630,0.03897,0.09625,0.16028,0.23424,0.47026,0.19111
California,MENDOCINO,06045,30465,0.421150479,11815,21000,32650,48000,81000,33306,7102,16259,26559,39683,76926,127265,0.04293,0.09761,0.15944,0.23823,0.4618,0.191
California,MERCED,06047,55548,0.434857288,12000,20270,31360,47350,80000,33606,7354,16189,25546,38602,80338,143174,0.044,0.09632,0.152,0.22968,0.478,0.21297
California,MODOC,06049,3702,0.427673588,9600,17640,27400,40000,62500,27962,6099,13319,22127,33167,65097,114474,0.04362,0.09526,0.15827,0.23723,0.46562,0.2047
California,MONO,06051,4013,0.413488639,16000,26000,38000,56000,100000,39562,8531,20857,32067,45716,90639,154873,0.04331,0.10542,0.16208,0.23107,0.45813,0.1957
California,MONTEREY,06053,113340,0.423488015,16800,28000,40000,59000,101000,43185,9813,22359,33638,48325,101791,185408,0.04553,0.10354,0.15577,0.22378,0.47137,0.21465
California,NAPA,06055,41185,0.429041491,17000,30000,43700,63600,108375,46552,9966,23400,36699,52737,109956,202243,0.04289,0.10052,0.15766,0.22656,0.47237,0.21721
California,NEVADA,06057,30807,0.405094384,15350,26400,38960,55300,93700,39662,9008,21127,32464,46256,89453,150890,0.04556,0.10652,0.16368,0.23322,0.45101,0.19019
California,ORANGE,06059,828849,0.415223249,22600,37865,54170,79000,132320,57302,12937,30185,45751,65282,132355,234564,0.04522,0.10535,0.15967,0.22784,0.46192,0.20466
California,PLACER,06061,64502,0.415544275,17000,30900,45000,65000,106700,46161,9555,24124,37565,53997,105566,180973,0.04151,0.10451,0.16273,0.23392,0.45732,0.196
California,PLUMAS,06063,8177,0.406103178,10630,19000,30030,44400,72400,30040,7075,14724,24357,36659,67386,104173,0.0472,0.09802,0.16215,0.24404,0.44859,0.17337
California,RIVERSIDE,06065,402426,0.429312594,14460,26700,40000,58840,97000,41493,8195,20468,33207,48649,96944,169659,0.03959,0.09865,0.16005,0.23447,0.46724,0.20443
California,SACRAMENTO,06067,395157,0.411931625,14800,26200,39250,56900,92000,39720,8362,20541,32478,47351,89869,149023,0.04216,0.10342,0.16352,0.23841,0.45248,0.18758
California,SAN BENITO,06069,11454,0.3973688,18000,30000,43000,61200,95200,44186,10770,23828,36283,51655,98394,166131,0.04875,0.10785,0.16423,0.23381,0.44536,0.18799
California,SAN BERNARDINO,06071,465877,0.409237373,14500,27000,40000,58000,92000,40055,8175,20673,33440,48309,89677,145345,0.04086,0.10322,0.16696,0.24121,0.44775,0.18143
California,SAN DIEGO,06073,887719,0.428225603,16000,28265,42000,62200,105585,44375,9240,22214,34882,51139,104399,182990,0.04172,0.10011,0.15721,0.23047,0.4705,0.20617
California,SAN FRANCISCO,06075,305984,0.474812857,13655,26665,41000,63600,117160,45664,7210,20245,33511,51088,116266,217009,0.03165,0.08866,0.14676,0.22374,0.50919,0.2376
California,SAN JOAQUIN,06077,158659,0.42093316,13070,24020,37105,54460,88500,37610,7660,18555,30482,45080,86270,143406,0.0408,0.09867,0.16209,0.23971,0.45873,0.19064
California,SAN LUIS OBISPO,06079,80195,0.431825783,14000,25000,37350,55305,93540,39565,8058,19587,31065,45579,93536,165621,0.04084,0.099,0.15701,0.23038,0.47277,0.20928
California,SAN MATEO,06081,242348,0.429059152,23120,38500,55000,80000,141000,59521,12701,30876,46430,66302,141298,262212,0.04272,0.10374,0.15601,0.22277,0.47476,0.22026
California,SANTA BARBARA,06083,130378,0.453262565,16035,29000,42750,64590,116700,47248,9010,22465,35527,52595,116640,219282,0.03822,0.09509,0.15038,0.22262,0.4937,0.23204
California,SANTA CLARA,06085,522040,0.399341041,23615,40000,56900,81000,130000,57913,13137,31814,47997,67763,128854,217906,0.04539,0.10986,0.16575,0.23401,0.44498,0.18813
California,SANTA CRUZ,06087,84017,0.429481129,16690,30000,45000,66840,113100,46885,9176,23314,37186,54825,109924,188238,0.03928,0.09944,0.1586,0.23384,0.46884,0.20072
California,SHASTA,06089,55940,0.425172014,11000,20000,31360,46785,78155,32210,6905,15275,25509,38489,74874,123490,0.04294,0.09484,0.15838,0.23897,0.46487,0.19168
California,SIERRA,06091,1420,0.447125929,9890,19250,29000,48700,82000,31850,5462,15345,23728,37941,76772,125816,0.0343,0.09636,0.149,0.23825,0.48209,0.19752
California,SISKIYOU,06093,17233,0.433086742,10010,17555,26920,41165,72100,29025,6534,13662,21994,33708,69225,118927,0.04506,0.09414,0.15155,0.23226,0.47699,0.20486
California,SOLANO,06095,113637,0.35978048,18860,32600,45420,63000,93000,43598,10820,25878,38943,53558,88791,131542,0.0497,0.1187,0.17863,0.24567,0.40729,0.15085
California,SONOMA,06097,149382,0.409543487,17000,30000,43000,61355,100000,44331,9890,23454,36200,51565,100548,175747,0.04473,0.1058,0.1633,0.23261,0.45356,0.1982
California,STANISLAUS,06099,125731,0.427876863,13000,23850,35635,52300,87000,37065,7688,18126,29493,43380,86636,151508,0.04156,0.0978,0.15913,0.23406,0.46745,0.20437
California,SUTTER,06101,23018,0.439039603,12000,21000,33435,51400,87065,35507,7199,16495,27245,41952,84643,147077,0.04085,0.09288,0.15342,0.23623,0.47662,0.20705
California,TEHAMA,06103,18745,0.414391228,10365,18000,27200,41905,67100,28521,6633,14144,22458,33825,65543,106116,0.04662,0.09918,0.15747,0.23717,0.45957,0.18601
California,TRINITY,06105,5182,0.429804366,9000,16500,27000,40100,67340,26994,5477,12568,20850,32821,63255,97201,0.04058,0.09312,0.15448,0.24317,0.46865,0.18004
California,TULARE,06107,97726,0.441973173,10870,19105,30100,46330,80000,32126,6518,14847,24422,37467,77375,132546,0.04066,0.09242,0.15203,0.23323,0.48166,0.20627
California,TUOLUMNE,06109,17893,0.412435013,12900,22330,33000,49955,84500,34528,8028,17617,27320,40313,79363,130121,0.04654,0.10204,0.15824,0.2335,0.45968,0.18842
California,VENTURA,06111,217723,0.394435446,22000,37540,53600,75100,120500,54208,12700,29864,45436,63421,119618,201928,0.04694,0.11018,0.16762,0.23397,0.44129,0.18624
California,YOLO,06113,51119,0.44697251,12000,22500,36000,55000,93715,37556,6741,17224,28847,44548,90417,152692,0.03595,0.09172,0.15362,0.23723,0.48149,0.20328
California,YUBA,06115,19891,0.420437934,10465,17075,26415,40000,67410,28023,6665,13933,21471,32487,65557,111256,0.04791,0.0994,0.15319,0.23178,0.46772,0.19844
Colorado,ADAMS,08001,96342,0.366903078,14520,25000,35800,49800,74830,34241,8130,19982,30335,42152,70605,104331,0.04757,0.11671,0.17717,0.24619,0.41237,0.15234
Colorado,ALAMOSA,08003,4776,0.449084949,8000,15535,25250,41000,65550,26229,4627,11333,20169,31870,63144,100873,0.03559,0.08639,0.15375,0.24294,0.48133,0.19223
Colorado,ARAPAHOE,08005,155179,0.413477316,18695,30980,44700,64000,109000,47032,10982,24835,37355,53401,108586,192385,0.04674,0.10561,0.15884,0.22708,0.46173,0.20452
Colorado,ARCHULETA,08007,2023,0.426465594,10130,18400,28300,39530,68900,28485,6299,13704,23034,32378,67010,118368,0.0443,0.09621,0.16172,0.22732,0.47046,0.20776
Colorado,BACA,08009,1896,0.418315029,7440,14440,23000,34110,55000,22653,4171,11031,18684,28130,51248,76760,0.03712,0.09736,0.16491,0.24828,0.45233,0.16938
Colorado,BENT,08011,1838,0.412143093,8100,14235,23000,34200,56385,22965,4787,11080,18817,28594,51546,77700,0.04169,0.0965,0.16388,0.24903,0.44892,0.16917
Colorado,BOULDER,08013,88570,0.42459596,15640,28025,42015,62000,102470,43609,8620,21936,35137,51339,101013,172893,0.03956,0.1006,0.16114,0.23544,0.46325,0.19823
Colorado,CHAFFEE,08015,4818,0.405658484,9300,17400,25300,38000,62385,25823,5587,13249,21104,31032,58142,89671,0.0445,0.10248,0.16324,0.24004,0.44974,0.1734
Colorado,CHEYENNE,08017,901,0.406912329,11450,20000,28200,40200,74000,29592,6373,15789,24172,34527,67100,111683,0.04439,0.10656,0.16314,0.23303,0.45288,0.18844
Colorado,CLEAR CREEK,08019,3180,0.387584809,14540,26600,40180,60500,87500,38734,7932,20973,33339,49001,82425,114647,0.04102,0.10829,0.17213,0.25299,0.42557,0.14798
Colorado,CONEJOS,08021,2538,0.441798178,6190,11030,18600,29000,52400,19441,3891,8867,14354,23322,46768,73318,0.04003,0.09122,0.14767,0.23993,0.48114,0.18857
Colorado,COSTILLA,08023,1221,0.45963487,6600,10540,15985,28400,54830,19051,3868,8601,12981,21393,48411,80435,0.04176,0.09019,0.13611,0.22432,0.50762,0.21085
Colorado,CROWLEY,08025,1164,0.437856252,7150,12620,19000,31185,57000,21276,4472,9910,15998,24475,51525,81280,0.04205,0.09316,0.15039,0.23007,0.48434,0.19101
Colorado,CUSTER,08027,772,0.482462906,8185,16100,25000,37000,71760,28244,5049,12302,20094,30047,73728,145124,0.03575,0.08711,0.14229,0.21277,0.52208,0.25691
Colorado,DELTA,08029,8453,0.421413137,8400,14990,22820,34435,60000,23530,4887,11507,18562,28132,54562,85117,0.04214,0.09775,0.15767,0.23896,0.46348,0.18076
Colorado,DENVER,08031,211137,0.469385226,10200,20000,30870,48255,89000,33983,5606,14999,25014,38561,85737,155080,0.0331,0.08826,0.1472,0.22692,0.50453,0.22815
Colorado,DOLORES,08033,583,0.420409555,9050,15840,25000,42000,60560,25635,4502,12682,19915,32154,58924,86120,0.03919,0.09853,0.15472,0.2498,0.45777,0.16726
Colorado,DOUGLAS,08035,20778,0.35706057,30035,45000,58000,79630,132000,61034,18799,38140,51399,67343,129491,220070,0.06164,0.12497,0.16842,0.22066,0.4243,0.18028
Colorado,EAGLE,08037,8405,0.409316263,20000,31205,42680,60000,108250,47030,12152,25914,36937,50413,109733,208126,0.05168,0.1102,0.15708,0.21439,0.46665,0.22127
Colorado,ELBERT,08039,3352,0.388210725,16000,30000,42300,58000,98700,41734,10264,22425,35816,48955,91212,150435,0.04918,0.10747,0.17164,0.2346,0.43711,0.18023
Colorado,EL PASO,08041,147227,0.400310369,14460,24000,35000,51205,84000,35989,8360,19293,29390,42509,80393,130931,0.04655,0.1072,0.16331,0.23621,0.44672,0.18189
Colorado,FREMONT,08043,11680,0.43933196,8530,15600,24440,38540,65800,25750,4940,12004,19764,30734,61307,100258,0.03838,0.09324,0.15351,0.23871,0.47616,0.19467
Colorado,GARFIELD,08045,11252,0.383963112,13500,24000,34000,48540,77000,33799,8007,18733,28694,40860,72699,112877,0.04762,0.11082,0.16975,0.24172,0.43008,0.16694
Colorado,GILPIN,08047,1330,0.361192304,15000,27000,38000,52620,80000,35526,8343,20263,32183,45130,71713,97694,0.04748,0.11401,0.18108,0.25393,0.4035,0.13742
Colorado,GRAND,08049,3179,0.360890657,15000,24500,34800,48000,77480,33394,8455,19642,29571,40616,68688,98978,0.05106,0.11758,0.17702,0.24314,0.41119,0.14813
Colorado,GUNNISON,08051,3916,0.442463626,9525,19000,28900,43400,67000,29517,5233,13924,23002,35401,70025,121830,0.03563,0.09433,0.15583,0.23983,0.47439,0.20633
Colorado,HINSDALE,08053,211,0.407560342,9000,19120,30200,45000,65700,28732,4562,14141,25207,37461,62288,83254,0.03231,0.09837,0.17537,0.26062,0.43333,0.1448
Colorado,HUERFANO,08055,2486,0.449184333,6095,11800,18410,29245,53240,19683,3505,8977,14677,22967,48290,81821,0.0389,0.09091,0.14862,0.23257,0.48899,0.20713
Colorado,JACKSON,08057,648,0.394425835,10995,17500,25185,37400,57600,26330,6750,14331,20883,31276,58409,96147,0.05127,0.10886,0.15862,0.23757,0.44367,0.18258
Colorado,JEFFERSON,08059,166995,0.369367849,20000,32525,45500,63180,98840,45052,11574,26384,38976,53560,94764,149251,0.05147,0.11712,0.17301,0.23775,0.42065,0.16563
Colorado,KIOWA,08061,648,0.439623299,8400,14510,25010,41710,64000,26391,4779,11605,21013,32529,62027,99687,0.03621,0.08795,0.15925,0.24652,0.47007,0.18887
Colorado,KIT CARSON,08063,2786,0.439933503,10000,19000,28000,40510,72500,29102,5492,13872,23123,33624,69398,125349,0.0385,0.09526,0.15878,0.2309,0.47656,0.21519
Colorado,LAKE,08065,2351,0.369562803,13000,21215,28890,45000,64315,28913,6911,17079,24737,35010,60830,84798,0.04781,0.11814,0.17111,0.24217,0.42077,0.14664
Colorado,LA PLATA,08067,11963,0.430177638,11100,20160,31300,44760,78700,32121,6308,15850,25640,37471,75336,131340,0.03964,0.09865,0.15959,0.23323,0.4689,0.20437
Colorado,LARIMER,08069,70574,0.418212177,12975,23645,36100,53000,85400,36426,7328,18245,29541,44077,82940,135830,0.04029,0.10017,0.16219,0.24199,0.45536,0.18643
Colorado,LAS ANIMAS,08071,5476,0.468397248,6000,12000,20000,35000,60000,22102,3347,9150,16213,26670,55132,86603,0.03084,0.08275,0.14663,0.2412,0.49859,0.1958
Colorado,LINCOLN,08073,1823,0.392410526,9995,16875,24690,37000,59000,24734,5667,13243,20481,29990,54291,80653,0.04647,0.10701,0.16549,0.24233,0.4387,0.16293
Colorado,LOGAN,08075,7052,0.420355379,9600,17100,25880,38825,66760,26955,5480,13403,21658,31874,62361,98859,0.04124,0.09939,0.1606,0.23636,0.46242,0.18327
